LINE,END_WORD
This is family business,business
And this is for the family that can't be with us,us
"And this is for my cousin locked down, know the answer's in us",us
This why I spit it in my songs so sweet,sweet
Like a photo of your granny's picture,picture
Now that you're gone it hit us,us
"Super hard on Thankgiving and Christmas, this can't be right",right
"Yeah you heard the track I did man, This Can't Be Life",Life
Somebody please say grace so I can save face,face
And have a reason to cover my face,face
"I even made you a plate, soul food, know how Granny do it",it
"Monkey bread on the side, know how the family do it",it
When I brought it why the guard have to look all through it,it
As kids we used to laugh,laugh
Who knew that life would move this fast,fast
Who knew I'd have to look at you through a glass,glass
"And look, tell me you ain't did it then you ain't did it",it
"And if you did, then that's family business",business
And this is for everybody standing with us,us
"Come on, let's take a family Grammy picture",picture
"Abi, remember when they ain't believe in me",me
"Now she like See, that's my cousin on TV",TV
"Now, we gettin' it and we gon' make it",it
And they gon' hate it and I'm his favorite,favorite
"I can't deny it, I'm a straight rider",rider
But when we get together be electric slidin',slidin
"Grandma, get 'em shook up",up
"Aw naw, don't open the photo book up",up
I got an Aunt Ruth that can't remember your name,name
But I bet them Polaroids'll send her down memory lane,lane
"You know that one auntie, you don't mean to be rude",rude
But every holiday nobody eating her food,food
And you don't wanna stay there cause them your worst cousins,cousins
Got roaches at their crib like them your first cousins,cousins
Act like you ain't took a bath with your cousins,cousins
Fit 3 in the bed if it's 6 of y'all,yall
I'm talkin' 'bout three by the head and three by the leg,leg
But you ain't have to tell my girl I used to pee in the bed,bed
I woke up early this morning with a new state of mind,mind
A creative way to rhyme without using knives and guns,guns
"Keep your nose out the sky, keep your heart to God",God
And keep your face to the risin' sun,sun
"All my niggas from the Chi, that's my family, dog",dog
"And my niggas ain't my guys, they my family, dog",dog
"I feel like one day you'll understand me, dog",dog
"You can still love your man and be manly, dog",dog
You ain't got to get heated at every house warmin',warmin
"Sittin' here, grillin' people like George Foreman",Foreman
Why Uncle Ray and Aunt Shiela always performin',performin
The second she storm out then he storm in,in
"Y'all gon' sit down, have a good time this reunion",reunion
And drink some wine like Communion,Communion
And act like everything fine and if it isn't,isnt
We ain't letting everybody in our family business,business
"Yeah, uh, now I’ma need you to kill the hypocrisy",hypocrisy
This is an aristocracy,aristocracy
"I’m Socrates, but my skin more chocolatey",chocolatey
What’s up with who That’s old news,news
I’m in a speedboat in my boat shoes,shoes
Hah I swear my whole collection’s so cruise,cruise
I might walk in Nobu wit' no shoes,shoes
"He just walked in Nobu like it was Whole Foods
That nigga crazy, I told you",you
"Immature adult, insecure asshole",asshole
"And if you fall on the concrete, that’s your ass fault",fault
"If you pass on a Kan' beat, that’s your last fault",fault
"Get what you ask for, I swear that your ass low",low
"She got a big booty, but she couldn’t drop that ass low",low
'Til you take your last ho and rope up all the cashflow,cashflow
"When you gettin' money, they be all up on your ass, yo",yo
"When you gettin' money, cops don’t let a nigga pass Go",Go
"Straight to jail, yo, in a hellhole",hellhole
"Right next to Lucifer, tell em I said, Hello",Hello
"Ask if I’ma be there soon and tell him I said, “Hell no”",no”
"Yo, what you say when your people get out of jail, huh",huh
"Pour the champagne, let your watch show",show
Shorty got a man watch; wrist look colossal,colossal
I admit my first watch was a Fossil,Fossil
Now I’m in the Louvre lookin' for fossils,fossils
'Tention to detail is so uncanny,uncanny
"And the whip’s on the Sprewells, it’s so un-Camry",un-Camry
Somebody need to put us on camera,camera
The world of Rollies and everyone families,families
"Stay Jordan fresh, suits and Ferraris",Ferraris
"Cute, your shorty watch Barney's, we head to Barney's",Barneys
"End up at Marni, Giorgio, service from Sergio Tacchini",Tacchini
"Lamborghini, the chain throw off the vertigo",vertigo
I know the flow just hit a hellified vertical,vertical
"This the Christ year, last year was magic; 32",32
"Lyrically, can’t none of y’all murder ‘Ye",‘Ye
Cause y’all raps ain’t got no vertebrae,vertebrae
"I got style, ask June if she heard of me",me
"I killed the fur last Paris, raised the murder rate",rate
"First of all, we all know the beats is",is
Like a mix between Fergie and Jesus,Jesus
Imagine the direction of this immaculate conception,conception
Every one of His Majesty’s swim parties is pageantries,pageantries
Cannonball off the divin' board when I am bored,bored
"All my homies GDs, but I am Lord",Lord
"Rap god, Greek mythology",mythology
And this life too crazy to think logically,logically
Here’s somethin' that you could use in analogy,analogy
My life is like a child’s illusions become reality,reality
Can I talk my shit again,again
Even if I don't hit again,again
"Dog, are you fucking kidding",kidding
"My hat, my shoes, my coat",coat
"Louis Vuitton stitch, with Donatella Versace",Versace
That's Louis Vuitton bitch,bitch
"I think Hennessy, I drank, I'm gone",gone
Off that Bacardi Limon and Corona I'm zoning,zoning
Class back in session so I upped it a grade,grade
Two years Dwayne Wayne became Dwyane Wade,Wade
"And, Hey",Hey
Please don't start me,me
I'm like Gnarls Barkley meets Charles Barkley,Barkley
"I'm pop the Barkers, I'm hood the Parkers",Parkers
While y'all was in limbo I raised the bar up,up
I touched on everything,everything
"Married to the game, roc-a-chain instead of a wedding ring",ring
Y'all bridesmaids catch the garter,garter
On nights when 'Ye romance,romance
Cameras flash so much,much
That I gotta do that Yayo dance,dance
"I'm on a world tour with Common, my man",man
After each and every show a couple dykes in the van,van
It's easy,easy
The hood love to listen to Jeezy and Weezy,Weezy
"And, oh yeah, Yeezy",Yeezy
I did it for the glory,glory
What am I supposed to do now,now
Man the game all messed up,up
How I'm suppose to stand out when everybody get dressed up,up
"So yeah, at the Grammys I went ultra Travolta",Travolta
Yeah that tuxedo might have been a little guido,guido
But with my ego,ego
I can stand there in a speedo,speedo
And be looked at like a fucking hero,hero
"The glory, the story, the chain, the polo, the night",night
"The grind, the empty bottles of No-Doz",No-Doz
"Tank on empty, whipping my mamma's Volvo",Volvo
I spent that gas money on clothes with logos,logos
"The fur is Hermes, shit that you don't floss",floss
"The Goyard so hard man, I'm Hugo's boss",boss
Why I gotta ask what that Tudor cost,cost
House on the hill,hill
Two doors from Tracey Ross,Ross
And I'm asking about her girlfriends,girlfriends
"Yeah, the dark skin'ed ones",ones
She asking about the speed boats yeah I admit we rented 'em,em
When you meet me in person what do you feel like,like
"I know, I know I look better in real life",life
I hear people compare themselves to big a lot,lot
"You know BIG and Pac, you know to get it hot",hot
I guess after I live I wanna be compared to BIG,BIG
"Any one: Big Pun, Big L or Notorious",Notorious
"'Till then, get money and stunt and stay glorious",glorious
And I'm gonna stop killing these niggas soon as the chorus hit,hit
"I miss the misogyny, bad bitches massagin' me",me
Sometimes we lowered our standards at the colleges,colleges
"So please don’t judge me, uh, for the followin’:",followin’:
"Fat bitches swallowin', skinny bitches modelin’",modelin’
Take off that Givenchy and let’s get raunchy,raunchy
I have your face looking all Captain Crunchy,Crunchy
"The devil stay testing, ’cause when you chase the pussy it’s a sin",sin
"But if it falls in your lap, it’s a blessin'",blessin
"Soon as I got salad, I spent it all on dressin'",dressin
"French, to be exact, that Balmain was impressive",impressive
Hedi Slimane leathers,leathers
My homie Mali used to stay at 79th and May,May
One of my best friends from back in the day,day
"Down the street from Calumet, a school full of Stones",Stones
He nicknamed me K-Rock so they would leave me alone,alone
Bulls jacket with his hat broke way off,off
And walked around the mall with his radio face off,off
Plus he had the spinner from his Daytons in his hand,hand
"Keys in his hand, reason again to let you know he's the man",man
"Back when we rocked Ellesses, he had dreams of Caprices",Caprices
"Drove by the teachers, even more by polices",polices
How'd he get the cash The day his father passed away,away
"Left him with a lil' somethin, 16 he was stuntin'",stuntin
Al B Sure nigga with the hair all wavy,wavy
"Hit Lake Shore, girls go all crazy",crazy
"Hit the freeway, go at least 'bout eighty",eighty
"Boned so much that summer, even had him a baby",baby
"See back-back then-then, if you had a car",car
You was the Chi-Town version of Baby,Baby
"And I was just a virgin, a baby",baby
One of the reasons I looked up to him crazy,crazy
I used to love to play my demo tape when the system yanked,yanked
Felt like I was almost signed when the shit got cranked,cranked
We'd take a Saturday and just circle the mall,mall
"They had they Lincolns and Auroras, we was hurtin 'em all",all
"With the girls a lot of flirtin' involved, but dog",dog
"Fuck all that flirtin', I'm tryin' to get in some drawers",drawers
"So put me on with these hoes, homie",homie
"He told me don't rush to get grown, drive slow, homie",homie
"I do it for the forefathers, yeah, the street authors",authors
That are now A&Rs in the cheap office,office
Rappers that never got signed but they keep offers,offers
Girls that's way too fine for us to keep off us,us
Gave her a handshake only for my man’s sake,sake
She in her birthday suit cause of the damn cake,cake
Now there’s crumbs all over the damn place,place
And she want me to cum all over her damn face,face
I never understood planned parenthood,parenthood
Cause I never met nobody planned to be a parent in the hood,hood
Taking refills of that Plan B pill,pill
Another shorty that won’t make it to the family will,will
"If I don’t make it, can’t take it, hope the family will",will
"They ain't crazy, they don’t know how insanity feel",feel
"Don C just had a shorty, so it’s not that bad",bad
But I still hear the ghosts of the kids I never had,had
"No electro, no metro, a little retro, ahh, perfecto",perfecto
"You know the demo, your boy act wild",wild
You ain't get the memo Yeezy’s back in style,style
"Now one room got Gidget, the other got Bridget",Bridget
"What’s more tripped out, dawg, is they sisters",sisters
"Nah, you ain't listen, they black, they sistas",sistas
They momma named them after white bitches,bitches
So next time you see me on your fallopian,fallopian
"Though the jewelry’s Egyptian, know the hunger’s Ethiopian",Ethiopian
Stupid questions like “Is he gon' be dope again,again
Have you seen him has anybody spoke to him”,him”
"This beat deserves Hennessey, a bad bitch",bitch
And a bag of weed: the Holy Trinity,Trinity
In the mirror where I see my only enemy,enemy
"Your life’s cursed, well mine’s an obscenity",obscenity
1 and 2 and 3 and 4 and get them sit ups right and,and
Tuck your tummy tight and do your crunches like this,this
"Give head, stop breathe, get up, check your weave",weave
Don't drop the blunt and disrespect the weed,weed
Pick up your son and don't disrespect your seed,seed
It's a party tonight and ooh she's so excited,excited
"Tell me who's invited: you, your friends and my dick",dick
What's scary to me is,is
Henny makes girls look like Halle Berry to me,me
"So excuse me miss, I forgot your name",name
"Thank you, God bless you, good night I came, I came, I came",came
Oh girl your silhouette make me wanna light a cigarette,cigarette
My name Kanye from the Jigga set,set
Twista said Get It Wet,Wet
Ooh girl your breath is harsh,harsh
Cover your mouth up like you got SARS,SARS
Off them tracks yea I bought them cars,cars
Still kill a nigga on 16 bars,bars
We ain't sweating to the oldies,oldies
We juking to a cold beat,beat
Maybe one day girl we can bone,bone
So you can brag to all your homies now,now
But I still mess with a big girl,girl
"If you ain't fit girl, I'll still hit girl",girl
1 and you brought 2 friends,friends
"OK, 3 more now hop in the Benz",Benz
"4-door - do you know the difference between a 5, 6, 7, 8",8
All the mocha lattes you gotta do Pilates,Pilates
You gotta pop this tape in before you start back dating,dating
"Hustlers, gangstas, all us ballas",ballas
Pray for me,me
I'm about to hit the Ye button,button
I don't wanna say nothin' wrong,wrong
But it'd be wrong if I ain't say nothin',nothin
Imagine if I ain't say somethin',somethin
Wouldn't none these niggas say nothin',nothin
I done lost and made money,money
Now I'm makin' somethin' they can't take from me,me
And I'm fresh out of debt in this mothafucka,mothafucka
And they still ain't ready yet for a mothafucka,mothafucka
Yeezy might have to go and put his Louis on,on
I'm 'bout to go Gucci in the Gucci store,store
"I'm not loving you, way I wanted to",to
"What I had to do, had to run from you",you
"I'm in love with you, but the vibe is wrong",wrong
"And that haunted me, all the way home",home
"So you never know, never never know",know
"Never know enough, 'til it's over love",love
"'Til we lose control, SYSTEM OVERLOAD",OVERLOAD
"Screaming, No, no, no, n-nooo",n-nooo
"See I wanna move, but can't escape from you",you
"So I keep it low, keep a secret code",code
So everybody else don't have to know,know
"I can't keep my cool, so I keep it true",TRUE
"I got something to lose, so I gotta move",move
"I can't keep myself, and still keep you too",too
"So I keep in mind, when I'm on my own",own
"Somewhere far from home, in the danger zone",zone
How many times did I tell you 'fore it finally got through,through
"You lose, you lose",lose
"I'm not loving you, the way I wanted to",to
"See I had to go, see I had to move",move
"No more wasting time, you can't wait for life",life
"We're just racing time, where's the finish line",line
"I bet no one knew, I got no one new",new
"Know I said I'm through, but got love for you",you
"But I'm not loving you, the way I wanted to",to
"Gotta keep it going, keep the loving going",going
"Keep it on the roll, only God knows",knows
"If I be with you, baby I'm confused",confused
"You choose, you choose",choose
"Where I wanna go, I don't need you",you
"I've been down this road, too many times before",before
"Primetime, basking in the lime",lime
"Cassius in his prime, coloring out of the line",line
Cause they don't want nobody that's colored out of the lines,lines
"So I'm late as a motherfucker, colored people time",time
"Damn, Yeezy, it all gotta be dimes",dimes
"Well Adam gave up a rib, so mine better be prime",prime
"Niggas gonna kill me, I swear they better be lying",lying
"I never live in fear, I'm too out of my mind",mind
"Primetime, never hit these heights",heights
"I mean it's like, it's like our first first-class flight",flight
"I'm tripping on it, socks on marble floors, I'm slipping on it",it
"Champagne I'm sipping on, shit tastes different, don't it",it
You know what You right,right
It's like the best damn champagne I had in my life,life
When you coming home That's a text from my wife,wife
I told her run a bubble bath,bath
And float in that motherfucker like a hovercraft,hovercraft
And soak in that motherfucker 'til I call you back,back
"I mean, who says shit like that and doesn't laugh",laugh
Feelin better than some head on a Sunday afternoon,afternoon
Better than a chick that say yes too soon,soon
Until you have a daughter that's what I call karma,karma
And you pray to God she don't grow breasts too soon,soon
"Projects to' up, gang signs is thrown up",up
"Niggas hats broke off, that's how we grow up",up
Why else you think shorties write rhymes just to blow up,up
Get they first car and then IRS show up,up
"He ain't never had shit, but he had that 9",9
Nigga come through flickin and he had that shine,shine
Put 2 and 2 together and a little bad weather,weather
Gon' be your whole family on that funeral line,line
Asked the reverend was the strip clubs cool,cool
If my tips helped send a pretty girl through school,school
"That's all I want, like winos want they good whiskey",whiskey
I ain't in the Klan but I brought my hood with me,me
I can't believe I'm back up in this muh'fucker,muhfucker
I'mma be late though,though
I gotta figure out what I'm finna wear,wear
Yeah the Roc is definitely in the building,building
GOOD Music's definitely in the building,building
I gotta say what's up to Tony Williams,Williams
"On the vocals sings, he sings quite beautifully",beautifully
Don't you agree Don't you agree,agree
"Uhh, and Jon Brion on the keys right now",now
And Warren Campbell on the keys right now,now
So they ask me - why you call it Late Registration 'Ye,Ye
Cause we takin these muh'fuckers back to school,school
"If you know this part right here, feel free to sing along",along
I know it's past visiting hours,hours
But can I please give her these flowers,flowers
The doctor don't wanna take procedures,procedures
He claim her heart can't take the anaesthesia,anaesthesia
It'll send her body into a seizure,seizure
"That lil' thing by the hospital bed, it'll stop beepin",beepin
"Hey chick, I'm at a loss for words",words
What do you say at this time Remember when I was 9,9
"Tell her everything gon' be fine, but I be lyin'",lyin
"Her family cryin', they want her to live, and she tryin'",tryin
I'm arguin like what kind of doctor can we fly in,in
You know the best medicine go to people that's paid,paid
If Magic Johnson got a cure for AIDS,AIDS
And all the broke motherfuckers passed away,away
You telling me if my grandma's in the NBA,NBA
Right now she'd be okay But since she,she
"Was just a secretary, worked for the church for 35 years",years
Things 'sposed to stop right here,here
"My grandfather tryin to pull it together, he's strong",strong
That's where I get my confidence from,from
I asked the nurse Did you do the research,research
"She asked me, Can you sign some t-shirts",t-shirts
"Bitch, is you smokin reefer",reefer
You don't see that we hurt But still,still
"They outside of the emergency room, room",room
"You can feel my heartbeat, beat, beat",beat
"If she gon' pull through, we gon' find out soon",soon
"But right now she asleep, sleep, sleep",sleep
My momma say they say she could pass away any day,day
"Hey chick, what these doctors know anyway",anyway
"Let me see the X-rays, I ain't no expert, I'm just hurt",hurt
Cousin Kim took off of work,work
"Plus my Aunt Shirley, Aunt Beverly, Aunt Clay and Aunt Jean",Jean
So many Aunties we could have an Auntie Team,Team
"Feel like Amerie, it's just One Thing",Thing
When they said that she made it you see they eyes gleam,gleam
I think we at a all-time high,high
"To get there, we run, we fly, we drive",drive
Cause with my family we know where home is,is
"And so instead of sending flowers, we're the roses",roses
"I'mma get on this TV, mama",mama
"I'mma, I'mma put shit down",down
I'mma make sure these light-skinned niggas,niggas
"Never, ever, never come back in style",style
Told 'em I finished school and I started my own business,business
"They say Oh you graduated No, I decided I was finished",finished
Chasing y'all dreams and what you've got planned,planned
"Now I spit it so hot, you got tanned",tanned
"Back to school and I hate it there, I hate it there",there
"Everything I want, I gotta wait a year, I wait a year",year
This nigga graduated at the top of our class,class
"I went to Cheesecake, he was a motherfucking waiter there",there
I got a Jones like Norah for your soror,soror
Bring more of them girls I've seen in The Aurora,Aurora
"Tammy, Becky, and Laura, or a Shirley",Shirley
"I'm trying to hit it early, like I'm in a hurry",hurry
"See, that's how dude became the young Pootie Tang: tippy tow",tow
"Roc-a-fella chain, yeah that's my rapper style",style
"Rosary piece, yeah that's my Catholic style",style
"Red and white One's, yeah that's my Kappa style",style
And I ain't even pledge,pledge
Crack my head on the steering wheel and I ain't even dead,dead
If I could go through all that and still be breathing,breathing
"Bitch bend over, I'm here for a reason",reason
What's your addiction Is it money Is it girls Is it weed,weed
"I've been afflicted by not one, not two, but all three",three
"She's got the same thing, about me, but more, about us",us
"She's coming over, so I guess, that means, I'm her drugs",drugs
"Just let me peek now, I mean damn, I'm so curious",curious
"She's got a lover, so the lies, and the lust, is a rush",rush
"Time's of the essence, I need, you to be spontaneous",spontaneous
"Roll up the doja, Henny and Coca-Cola",Coca-Cola
Then I'm co coming over cause it's never over,over
"I see the emotion in your eyes, that you, try not to show",show
"We get the closest when you high, or you drunk, or you blown",blown
"So I pour the potion, so we could both get high, as we could go",go
"Then I'll get the lotion, and do somethin' to me, when your thighs is exposed",exposed
"There's no turning back now, I mean I don't mean to impose",impose
"Not now but right now, I need you to undress, and then pose",pose
"I'm into that now, catch a vibe, when the doors, get closed",closed
"Roll up the doja, Henny and Coca Cola",Cola
And I keep co coming over cause it's never over,over
"Lift off, lift off, takin' my coat off",off
"Showing my tattoos, I'm such a show off, huh",huh
I feel the pain and then roll off,off
"I got the whole city, they about to go off",off
How many niggas with me up and in the aisle,aisle
How many people want to roll on me now,now
"Like you know na na na, you know me by now",now
"Know me, know me by now",now
"Dude Fresh off the plane, Konnichiwa, bitches",bitches
"Turn around another plane, my passport on pivot",pivot
"Ask for it I did it, that asshole done did it",it
"Talked it then he lived it, spit it then he shit it",it
"I don't need writers, I might bounce ideas",ideas
But only I could come up with some shit like this,this
I done played the underdog my whole career,career
"I've been a very good sport, haven't I, this year",year
They say he going crazy and we seen this before,before
But I'm doing pretty good as far as geniuses go,go
And I'm doing pretty hood in my pink polo,polo
"Nigga please, how you gonna say I ain't no Lo-head",Lo-head
Cause my Dior got me more model head,head
"I'm insulted, you should go 'head",head
And bow so hard until your knees hit your forehead,forehead
And the flow just hit code red,red
"Top 5 MCs, you ain't gotta remind me",me
Top 5 MCs: you gotta rewind me,me
"I'm high up on the line, you could get behind me",me
But my head's so big you can't sit behind me,me
And she claims she only with me for the currency,currency
"You cut me deep bitch, cut me like surgery",surgery
And I was too proud to admit that it was hurting me,me
"I'd never do that to you, at least purposely",purposely
"We breaking up again, we making up again",again
"But we don't love no more, I guess we fucking then",then
Have you ever felt you ever want to kill her,her
And you mix them emotions with tequila,tequila
And you mix that with a little bad advice,advice
"On one of them bad nights, y'all have a bad fight",fight
"And you talk about her family, her aunts and shit",shit
And she say Motherfucker your momma's a bitch,bitch
"You know, domestic drama and shit, all the attitude",attitude
"I'd never hit a girl, but I'll shake the shit out of you",you
But I'mma be the bigger man,man
Big pimpin' like Jigga man,man
Oh I guess I figure it's,its
And my niggas said I shouldn't let it worry me,me
I need to focus on the girls we gettin' currently,currently
But I been thinkin' and it got me back to sinkin',sinkin
And this relationship it even got me back to drinkin',drinkin
Now this Hennessy,Hennessy
It's gonna be the death of me,me
And I always thought that you having my child was our destiny,destiny
But I can't even vibe with you sexually,sexually
Cause every time that I'd try you would question me,me
"Saying, You fucking them girls, disrespecting me",me
You don't see how your lies is affecting me,me
You don't see how our life was supposed to be,be
And I never let a nigga get that close to me,me
And you ain't cracked up to what you were supposed to be,be
"You always gone, you always be where them ho's will be",be
And this the first time she ever spilled her soul to me,me
My friend showed me pictures of his kids,kids
And all I could show him was pictures of my cribs,cribs
He said his daughter got a brand new report card,card
"And all I got was a brand new sports car, oh",oh
"Dad cracked a joke, all the kids laughed",laughed
But I couldn't hear him all the way in first class,class
Chased the good life my whole life long,long
Look back on my life and my life gone,gone
Where did I go wrong,wrong
My god-sister getting married by the lake,lake
But I couldn't figure out who I'd wanna take,take
Bad enough that I showed up late,late
I had to leave before they even cut the cake,cake
Welcome to heartbreak,heartbreak
Driving around town looking for the best spot,spot
For the drunk and hot girls,girls
Up in the club look at here what we got,got
Some drunk and hot girls,girls
Stop dancing with your girlfriend and come dance with me,me
Stop talking 'bout your boyfriend since he is not me,me
Stop running up my tab cause these drinks is not free,free
You drunk and hot girl,girl
"I don't want to drop your friends off, I just want you",you
You want to sit down but we hit the drive-thru,drive-thru
"Please don't fall asleep, baby, we almost back",back
"Please don't throw up in the car, we almost crashed",crashed
"Oh, now you sober, how'd I know you'd say that",that
"Don't tell me, you sing, you about to get a deal",deal
Ah da da da da That's how the fuck you sound,sound
"You drunk and hot girl, yeah",yeah
"You only live once, do whatever you like",like
I thought I'd be with you for only one night,night
Now I'm with this girl for the rest of my life,life
That drunk and hot girl,girl
"Two words, Chi-town, South Side, worldwide",worldwide
Cause I rep that 'til I fuckin' die,die
"One neck two chains, one waist two gats",gats
"One wall twenty plaques, dues paid, gimme that",that
"I am limelight, Blueprint five mics",mics
"Go Getters rhyme like, should've been signed twice",twice
"Most imitated, Grammy nominated",nominated
"Hotel accommodated, cheerleader prom-dated",prom-dated
"Barbershop playa-hated, mom-and-pop bootlegged it",it
Felt like it rained 'til the roof caved in,in
"Two words, Chi-town raised me crazy",crazy
"So I live by two words: fuck you, pay me",me
Screamin' Jesus save me,me
You know how the game be,be
I can't let 'em change me,me
"Cause on judgment day, you gon' blame me",me
"Look, God, it's the same me",me
And I basically know now,now
We get racially profiled,profiled
"'Cuffed up and hosed down, pimped up and ho'd down",down
Plus I got a whole city to hold down,down
From the bottom so the top's,tops
The only place to go now,now
"I told her to drive over in your new whip, bring some friends you cool with",with
"I'mma bring the Cool Whip,then I want you to strip",strip
"See you is my new chick,so we get our grind on",on
"She be grabbing, calling me Biggie, like Shyne home",home
"Man I swear she fine,homes,why she always lying though",though
"Telling me them diamonds, when she know they rhinestones",rhinestones
"She got a light-skinned friend, look like Michael Jackson",Jackson
"Got a dark-skinned friend, look like Michael Jackson",Jackson
"I played Ready for the World,she was ready for some action",action
"My dogg said, you ain't a freak, so you gotta prove my man wrong",wrong
"I'mma play this Vandross, you gon' take your pants off",off
"I'mma play this Gladys Knight,me and you, gon' get right",right
Tell me right now,now
You really wanna spend your whole life alone,alone
"A little time out might do you good, might do us good",good
Before we be done for good,good
Cause I could make it good I could make it hood,hood
I can make you come I can make you go,go
I can make you high I can make you fly,fly
Make you touch the sky hey maybe so,so
All of the time,time
You be up in mine checking through my cell phone baby no,no
You wanna kill the vibe on another night,night
Here's another fight oh here we go,go
You wanna complain about the nights alone,alone
So now you're here with me,me
Show some gratitude leave the attitude way back at home,home
Yea you see em look,look
Baby let em look give us cold looks cause we look cold,cold
Yea you heard about all the word of mouth,mouth
Don't worry about what we can't control,control
All the talk in the world lost in the world,world
Till you finally let that thing go,go
You wanna check in to the heartbreak hotel,hotel
But sorry we're closed,closed
How we stop the Black Panthers,Panthers
Ronald Reagan cooked up an answer,answer
You hear that What Gil Scott was hearing,hearing
When our heroes or heroines got hooked on heroin,heroin
Crack raised the murder rate in DC and Maryland,Maryland
"We invested in that, it's like we got Merrill lynched",lynched
And we been hangin' from the same tree ever since,since
Sometimes I feel the music is the only medicine,medicine
"So we, cook it, cut it, measure it, bag it",it
"Sell it, the fiends cop it, nowadays they can't tell if",if
"That's that good shit, we ain't sure man",man
"Put the CD on your tongue, yeah that's pure man",man
"From the place where the father's gone, the mothers is hardly home",home
And the Madigan's lock us up in the Audy Home,Home
"How the Mexicans say, we just tryin to party holmes",holmes
They wanna pack us all in a box like styrofoam,styrofoam
Who gave Saddam anthrax,anthrax
George Bush got the answers,answers
Back in the hood it's a different type of chemical,chemical
Arm & Hammer baking soda raised they own quota,quota
"Right when our soldiers, ran for the stove cause",cause
"Cause, dreams of being Hova",Hova
Went from bein a broke man to bein a dopeman,dopeman
"To bein the President, look there's hope man",man
This that inspiration for the Moes and the Folks man,man
Shorty come and see his momma straight overdosin,overdosin
and this is the soundtrack,soundtrack
This the type of music that you make when you 'round that,that
"You can't buy this Superfly-ness, like a shine is",is
Your Highness is performing; look how long the line is,is
It's what happens when you make shit that's timeless,timeless
"It's what happens, these rappers is the pioneers",pioneers
What do it take to be a legend like Nas is,is
"That's so novice, I'm so polished",polished
I got a right to be a lil bit snobbish,snobbish
I did a lil bit of college,college
"Semesters, it took two, like Rob Base",Base
To let me figure out this wasn't my place,place
"The beat's slow, 'til you listen to my pace",pace
"‘Cause I be killing shit, but that's evident",evident
"And y'all feeling it, but I expected it",it
"If it's classic, it's gon' last forever then",then
"I'm everywhere you never been, and better than I ever been",been
'Bout the baddest girl I ever seen,seen
Straight up out a movie scene,scene
Who knew she was a drama queen,queen
That'd turn my life to Stephen King's,Kings
Up late night like she on patrol,patrol
Checking everything like I'm on parole,parole
I told her there's some things she don't need to know,know
"She never let it go, oh",oh
Just looking at your history,history
You're like the girl from Misery,Misery
She said she ain't take it to this degree,degree
Well let's agree to disagree,disagree
Shorty kind of crazy but it turn me on,on
Keep it up enough to keep it going on,on
"Golly, more of that bullshit ice rap",rap
I got to 'pologize to Mos and Kweli probably,probably
But is it cool to rap about gold,gold
If I told the world I copped it from Ghana and Mali Mali,Mali
First nigga with a Benz and a backpack,backpack
"Ice chain, Carti lens, and a knapsack",knapsack
Always said if I rapped I'd say somethin' significant,significant
"But now I'm rappin' 'bout money, hoes, and rims again",again
And it's still about the Benjamins,Benjamins
Big faced hundreds and whatever other synonyms,synonyms
Strippers named Cinnamon,Cinnamon
More chips than Pentium,Pentium
What'cha gon' buy next Whatever new trend it is,is
I'm tryin' to spend my stacks,stacks
"And I'm so broke I look back like Damn, was I on crack",crack
"I mean twelve platinum chains, was I on that",that
What the hell was wrong with me dog,dog
Sing along with me y'all,yall
Now even though I went to college and dropped out of school quick,quick
I always had a PhD: a Pretty Huge Dick,Dick
Ladies tired of gettin' ripped off by guys like this,this
And givin' head is like a whale that's usin' a toothpick,toothpick
"Well, I'm in the club for a limited time",time
Act now and get some action for $free99,$free99
Later on I might charge for menage,menage
Heard her man was the boss of the floss,floss
But she still want to toss me the drawers,drawers
And it ain't gon' cost me because she my caddy,caddy
Cuz she grabbed my golf balls in the club,club
And I'm still actin' calm den-a-muhh,den-a-muhh
She asked Can you drive me in the hundreds where my Altima was,was
While we drive she tellin' me 'bout problems with her man,man
Baby I fully understand,understand
Let me help you with a plan,plan
"While he trickin' off, don't get no rich nigga",nigga
"Give ME some head, that'll really piss him off",off
I blow past low class niggas with no cash,cash
"In the four dot six, bitch you can go ask",ask
So when I go fast popo just laugh,laugh
Right until I run out of gas or 'til I go crash,crash
Whatever comes first I'm prepared for the worst,worst
Whatever comes second I'll be there with my weapon,weapon
"Pullin' up in the Lexuses, one on both hand",hand
So I guess them GSes was ambidextrous,ambidextrous
Coulda sworn her breasteses was sendin' me messages,messages
"K I need a free hand mammogram
I got weed, drink, and a Handicam
All of which is legal in Amsterdam",Amsterdam
So say my name like Candyman,Candyman
And I'mma come and fix you up like the handyman,handyman
"But if you don't need a fix, girl you gotta leave",leave
You can't take that all at one time ya gotta breathe,breathe
"Stop all your blood clot cryin', I was flyin'",flyin
Made it to school with barely 'nuff time to sign in,in
"Yeah I hear the alarm, yeah I hear ya mom",mom
"Yeah yeah, I don't wan' be broke when I'm 31",31
They said the best classes go to the fastest,fastest
"Sorry Mr West there's no good classes, and that's what yo' ass get",get
Not even electives Not even pre-requits,pre-requits
You mean I missed my major by a couple of seconds,seconds
Now I'm in the shop class or the basket weavin,weavin
With all the rest of the muh'fuckers underachievin',underachievin
"Man, this is an insult",insult
I went to junior high with all of them and they been slow,slow
If I can catch the beat then slow down the tempo,tempo
